summary,title,director,writers,stars,poster,genre
A man with short-term memory loss attempts to track down his wife's murderer.,Memento,Christopher Nolan,"['Christopher Nolan', 'Jonathan Nolan']","['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano']","https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR1,0,190,281_.jpg",MysteryThriller
"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",Django Unchained,Quentin Tarantino,['Quentin Tarantino'],"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio']","https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",DramaWestern
"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.",Raiders of the Lost Ark,Steven Spielberg,"['Lawrence Kasdan', 'George Lucas', 'Philip Kaufman']","['Harrison Ford', 'Karen Allen', 'Paul Freeman']","https://m.media-amazon.com/images/M/MV5BNTU2ODkyY2MtMjU1NC00NjE1LWEzYjgtMWQ3MzRhMTE0NDc0XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg",ActionAdventure
"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",WALL·E,Andrew Stanton,"['Andrew Stanton', 'Pete Docter', 'Jim Reardon']","['Ben Burtt', 'Elissa Knight', 'Jeff Garlin']","https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",AnimationAdventureFamily
"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",Das Leben der Anderen,Florian Henckel von Donnersmarck,['Florian Henckel von Donnersmarck'],"['Ulrich Mühe', 'Martina Gedeck', 'Sebastian Koch']","https://m.media-amazon.com/images/M/MV5BNmQyNmJjM2ItNTQzYi00ZjMxLWFjMDYtZjUyN2YwZDk5YWQ2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",DramaMysteryThriller
A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,Sunset Blvd.,Billy Wilder,"['Charles Brackett', 'Billy Wilder', 'D.M. Marshman Jr.']","['William Holden', 'Gloria Swanson', 'Erich von Stroheim']","https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_QL75_UX190_CR0,2,190,281_.jpg",DramaFilm-Noir
"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",Paths of Glory,Stanley Kubrick,"['Stanley Kubrick', 'Calder Willingham', 'Jim Thompson']","['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou']","https://m.media-amazon.com/images/M/MV5BOTI5Nzc0OTMtYzBkMS00NjkxLThmM2UtNjM2ODgxN2M5NjNkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX190_CR0,5,190,281_.jpg",DramaWar
"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",The Shining,Stanley Kubrick,"['Stephen King', 'Stanley Kubrick', 'Diane Johnson']","['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd']","https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,4,190,281_.jpg",DramaHorror
Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,The Great Dictator,Charles Chaplin,['Charles Chaplin'],"['Charles Chaplin', 'Paulette Goddard', 'Jack Oakie']","https://m.media-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR0,0,190,281_.jpg",ComedyDramaWar
The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,Avengers: Infinity War,Anthony RussoJoe Russo,"['Christopher Markus', 'Stephen McFeely', 'Stan Lee']","['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo']","https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",ActionAdventureSci-Fi
A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,Witness for the Prosecution,Billy Wilder,"['Agatha Christie', 'Billy Wilder', 'Harry Kurnitz']","['Tyrone Power', 'Marlene Dietrich', 'Charles Laughton']","https://m.media-amazon.com/images/M/MV5BNDQwODU5OWYtNDcyNi00MDQ1LThiOGMtZDkwNWJiM2Y3MDg0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,5,190,281_.jpg",CrimeDramaMystery
"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",Alien 2,James Cameron,"['James Cameron', 'David Giler', 'Walter Hill']","['Sigourney Weaver', 'Michael Biehn', 'Carrie Henn']","https://m.media-amazon.com/images/M/MV5BZTM1Nzk5ZTItN2ZkNi00MDRjLWIwYWUtOWY4ZjZmZjkyM2I0XkEyXkFqcGdeQXVyNTU1NTcwOTk@._V1_QL75_UX190_CR0,4,190,281_.jpg",ActionAdventureSci-Fi
"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",Spider-Man: Into the Spider-Verse,Bob PersichettiPeter RamseyRodney Rothman,"['Phil Lord', 'Rodney Rothman']","['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld']","https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_QL75_UX190_CR0,0,190,281_.jpg",AnimationActionAdventure
A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,American Beauty,Sam Mendes,['Alan Ball'],"['Kevin Spacey', 'Annette Bening', 'Thora Birch']","https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
"An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,"['Stanley Kubrick', 'Terry Southern', 'Peter George']","['Peter Sellers', 'George C. Scott', 'Sterling Hayden']","https://m.media-amazon.com/images/M/MV5BMWMxYjZkOWUtM2FjMi00MmI1LThkNzQtNTM5Y2E2ZGQ2NGFhXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg",ComedyWar
"Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane.",The Dark Knight Rises,Christopher Nolan,"['Jonathan Nolan', 'Christopher Nolan', 'David S. Goyer']","['Christian Bale', 'Tom Hardy', 'Anne Hathaway']","https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",ActionDramaThriller
"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Inglourious Basterds,Quentin Tarantino,['Quentin Tarantino'],"['Brad Pitt', 'Diane Kruger', 'Eli Roth']","https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",AdventureDramaWar
"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",Oldeuboi,Park Chan-wook,"['Garon Tsuchiya', 'Nobuaki Minegishi', 'Park Chan-wook']","['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jeong']","https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",ActionDramaMystery
"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",Amadeus,Milos Forman,"['Peter Shaffer', 'Zdenek Mahler']","['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge']","https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,7,190,281_.jpg",BiographyDramaMusic
"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",Coco,Lee UnkrichAdrian Molina,"['Lee Unkrich', 'Jason Katz', 'Matthew Aldrich']","['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt']","https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_QL75_UY281_CR4,0,190,281_.jpg",AnimationAdventureComedy
A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,Toy Story,John Lasseter,"['John Lasseter', 'Pete Docter', 'Andrew Stanton']","['Tom Hanks', 'Tim Allen', 'Don Rickles']","https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_QL75_UX190_CR0,1,190,281_.jpg",AnimationAdventureComedy
Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,Braveheart,Mel Gibson,['Randall Wallace'],"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan']","https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR0,0,190,281_.jpg",BiographyDramaHistory
"The rise of Arthur Fleck, from aspiring stand-up comedian and pariah to Gotham's clown prince and leader of the revolution.",Joker,Todd Phillips,"['Todd Phillips', 'Scott Silver', 'Bob Kane']","['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz']","https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",CrimeDramaThriller
A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,Das Boot,Wolfgang Petersen,"['Wolfgang Petersen', 'Lothar G. Buchheim']","['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann']","https://m.media-amazon.com/images/M/MV5BNDBjMWUxNTUtNjZiNi00YzJhLTgzNzUtMTRiY2FkZmMzYTNjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,3,190,281_.jpg",DramaWar
"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",Avengers: Endgame,Anthony RussoJoe Russo,"['Christopher Markus', 'Stephen McFeely', 'Stan Lee']","['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo']","https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",ActionAdventureDrama
"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",Mononoke-hime,Hayao Miyazaki,"['Hayao Miyazaki', 'Neil Gaiman']","['Yôji Matsuda', 'Yuriko Ishida', 'Yûko Tanaka']","https://m.media-amazon.com/images/M/MV5BNTZkYmI0MmEtNGFlZC00OWZjLWFjMmItMjk1OWZkOWJiZGVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",AnimationActionAdventure
"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",Good Will Hunting,Gus Van Sant,"['Matt Damon', 'Ben Affleck']","['Robin Williams', 'Matt Damon', 'Ben Affleck']","https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,4,190,281_.jpg",DramaRomance
"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",Once Upon a Time in America,Sergio Leone,"['Harry Grey', 'Leonardo Benvenuti', 'Piero De Bernardi']","['Robert De Niro', 'James Woods', 'Elizabeth McGovern']","https://m.media-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,8,190,281_.jpg",CrimeDrama
"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",Kimi no na wa.,Makoto Shinkai,"['Makoto Shinkai', 'Clark Cheng']","['Ryunosuke Kamiki', 'Mone Kamishiraishi', 'Ryo Narita']","https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_QL75_UX190_CR0,0,190,281_.jpg",AnimationDramaFantasy
A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,Singin' in the Rain,Stanley DonenGene Kelly,"['Betty Comden', 'Adolph Green']","['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds']","https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UY281_CR1,0,190,281_.jpg",ComedyMusicalRomance
"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",3 Idiots,Rajkumar Hirani,"['Abhijat Joshi', 'Rajkumar Hirani', 'Vidhu Vinod Chopra']","['Aamir Khan', 'Madhavan', 'Mona Singh']","https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR3,0,190,281_.jpg",ComedyDrama
The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,Requiem for a Dream,Darren Aronofsky,"['Hubert Selby Jr.', 'Darren Aronofsky']","['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly']","https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,Tengoku to jigoku,Akira Kurosawa,"['Hideo Oguni', 'Ryûzô Kikushima', 'Eijirô Hisaita']","['Toshirô Mifune', 'Yutaka Sada', 'Tatsuya Nakadai']","https://m.media-amazon.com/images/M/MV5BOTI4NTNhZDMtMWNkZi00MTRmLWJmZDQtMmJkMGVmZTEzODlhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",CrimeDramaMystery
"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Toy Story 3,Lee Unkrich,"['John Lasseter', 'Andrew Stanton', 'Lee Unkrich']","['Tom Hanks', 'Tim Allen', 'Joan Cusack']","https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_QL75_UY281_CR5,0,190,281_.jpg",AnimationAdventureComedy
"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",Capharnaüm,Nadine Labaki,"['Nadine Labaki', 'Jihad Hojeily', 'Michelle Keserwany']","['Zain Al Rafeea', 'Yordanos Shiferaw', 'Boluwatife Treasure Bankole']","https://m.media-amazon.com/images/M/MV5BMmExNzU2ZWMtYzUwYi00YmM2LTkxZTQtNmVhNjY0NTMyMWI2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR1,0,190,281_.jpg",Drama
"After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side.",Star Wars: Episode VI - Return of the Jedi,Richard Marquand,"['Lawrence Kasdan', 'George Lucas']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']","https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,7,190,281_.jpg",ActionAdventureFantasy
"After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000.",2001: A Space Odyssey,Stanley Kubrick,"['Stanley Kubrick', 'Arthur C. Clarke']","['Keir Dullea', 'Gary Lockwood', 'William Sylvester']","https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",AdventureSci-Fi
"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.",Eternal Sunshine of the Spotless Mind,Michel Gondry,"['Charlie Kaufman', 'Michel Gondry', 'Pierre Bismuth']","['Jim Carrey', 'Kate Winslet', 'Tom Wilkinson']","https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",DramaRomanceSci-Fi
"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",Idi i smotri,Elem Klimov,"['Ales Adamovich', 'Elem Klimov']","['Aleksey Kravchenko', 'Olga Mironova', 'Liubomiras Laucevicius']","https://m.media-amazon.com/images/M/MV5BODM4Njg0NTAtYjI5Ny00ZjAxLTkwNmItZTMxMWU5M2U3M2RjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,5,190,281_.jpg",DramaThrillerWar
"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",Jagten,Thomas Vinterberg,"['Thomas Vinterberg', 'Tobias Lindholm']","['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp']","https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_QL75_UY281_CR4,0,190,281_.jpg",Drama
"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Reservoir Dogs,Quentin Tarantino,"['Quentin Tarantino', 'Roger Avary']","['Harvey Keitel', 'Tim Roth', 'Michael Madsen']","https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",CrimeThriller
"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",Lawrence of Arabia,David Lean,"['Robert Bolt', 'Michael Wilson']","[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn']","https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UY281_CR3,0,190,281_.jpg",AdventureBiographyDrama
"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",Citizen Kane,Orson Welles,"['Herman J. Mankiewicz', 'Orson Welles', 'John Houseman']","['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore']","https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg",DramaMystery
"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",M - Eine Stadt sucht einen Mörder,Fritz Lang,"['Thea von Harbou', 'Fritz Lang', 'Egon Jacobsohn']","['Peter Lorre', 'Ellen Widmann', 'Inge Landgut']","https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_QL75_UX190_CR0,2,190,281_.jpg",CrimeMysteryThriller
A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,Ikiru,Akira Kurosawa,"['Akira Kurosawa', 'Shinobu Hashimoto', 'Hideo Oguni']","['Takashi Shimura', 'Nobuo Kaneko', ""Shin'ichi Himori""]","https://m.media-amazon.com/images/M/MV5BZmM0NGY3Y2MtMTA1YS00YmQzLTk2YTctYWFhMDkzMDRjZWQzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",North by Northwest,Alfred Hitchcock,['Ernest Lehman'],"['Cary Grant', 'Eva Marie Saint', 'James Mason']","https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",ActionAdventureMystery
"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",The Apartment,Billy Wilder,"['Billy Wilder', 'I.A.L. Diamond']","['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray']","https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX190_CR0,9,190,281_.jpg",ComedyDramaRomance
"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",Vertigo,Alfred Hitchcock,"['Alec Coppel', 'Samuel A. Taylor', 'Pierre Boileau']","['James Stewart', 'Kim Novak', 'Barbara Bel Geddes']","https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,6,190,281_.jpg",MysteryRomanceThriller
"Despite being caught in her imaginative world, Amelie, a young waitress, decides to help people find happiness. Her quest to spread joy leads her on a journey where she finds true love.",Le fabuleux destin d'Amélie Poulain,Jean-Pierre Jeunet,"['Guillaume Laurant', 'Jean-Pierre Jeunet']","['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus']","https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",ComedyRomance
"A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.",Double Indemnity,Billy Wilder,"['Billy Wilder', 'Raymond Chandler', 'James M. Cain']","['Fred MacMurray', 'Barbara Stanwyck', 'Edward G. Robinson']","https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX190_CR0,3,190,281_.jpg",CrimeDramaFilm-Noir
"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",A Clockwork Orange,Stanley Kubrick,"['Stanley Kubrick', 'Anthony Burgess']","['Malcolm McDowell', 'Patrick Magee', 'Michael Bates']","https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",CrimeSci-Fi
A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,Full Metal Jacket,Stanley Kubrick,"['Stanley Kubrick', 'Michael Herr', 'Gustav Hasford']","['Matthew Modine', 'R. Lee Ermey', ""Vincent D'Onofrio""]","https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg",DramaWar
"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",Scarface,Brian De Palma,"['Oliver Stone', 'Howard Hawks', 'Ben Hecht']","['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer']","https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg",CrimeDrama
Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,Incendies,Denis Villeneuve,"['Denis Villeneuve', 'Wajdi Mouawad', 'Valérie Beaugrand-Champagne']","['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette']","https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",DramaMystery
